"","project","year","month","day","plot_id","ecoregion","latitude","longitude","pft","family","genus","species","binomial","specific_leaf_area","leaf_carbon","leaf_nitrogen","leaf_c_to_n","leaf_life","tmean.gy.c","ppt.gy.mm"
"622","EPA",2001,6,15,60,"Western Cascades",44.6958,-121.8698,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",100.3,51.6,1.02,50.6,6,6.64,2102
"623","EPA",2001,6,15,60,"Western Cascades",44.6958,-121.8698,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",113.2,53.2,0.68,78.2,5,6.64,2102
"624","EPA",2001,6,15,60,"Western Cascades",44.6958,-121.8698,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",114.7,54.2,0.83,65.3,6,6.64,2102
"625","EPA",2001,6,15,60,"Western Cascades",44.6958,-121.8698,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",126.6,52.8,0.65,81.2,6,6.64,2102
"626","EPA",2001,6,15,60,"Western Cascades",44.6958,-121.8698,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",127,53.9,0.53,101.7,5,6.64,2102
"627","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"deciduous broadleaf tree","Sapindaceae","Acer","circinatum","Acer circinatum",412.3,49.5,2,24.8,1,9.31,2312
"628","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"deciduous broadleaf shrub","Ericaceae","Rhododendron","macrophyllum","Rhododendron macrophyllum",115.9,52.3,0.97,53.9,1,9.31,2312
"629","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"evergreen needleleaf tree","Pinaceae","Pinus","flexilis","Pinus flexilis",103.7,52.7,1.4,37.6,NA,9.31,2312
"630","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"evergreen needleleaf tree","Pinaceae","Pinus","flexilis","Pinus flexilis",104.6,53.1,1.17,45.4,NA,9.31,2312
"631","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"evergreen needleleaf tree","Pinaceae","Pinus","flexilis","Pinus flexilis",112.5,52.9,1.31,40.4,NA,9.31,2312
"632","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",92.2,52.9,1.12,47.2,3,9.31,2312
"633","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",106.2,53.6,1.19,45,3,9.31,2312
"634","EPA",2001,6,19,61,"Western Cascades",44.644,-122.4507,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",137.1,52.6,1.28,41.1,3,9.31,2312
"635","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Sapindaceae","Acer","circinatum","Acer circinatum",828.2,48.3,2.88,16.8,1,9.49,2222
"636","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Sapindaceae","Acer","macrophyllum","Acer macrophyllum",387.4,47.8,3.89,12.3,1,9.49,2222
"637","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Betulaceae","Alnus","rubra","Alnus rubra",176.6,51,2.71,18.8,1,9.49,2222
"638","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Betulaceae","Alnus","rubra","Alnus rubra",319.5,48.9,2.45,20,1,9.49,2222
"639","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Betulaceae","Alnus","rubra","Alnus rubra",327.8,51.7,2.28,22.7,1,9.49,2222
"640","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Betulaceae","Alnus","rubra","Alnus rubra",367.1,51.4,3.01,17.1,1,9.49,2222
"641","EPA",2001,6,15,62,"Western Cascades",44.6886,-122.4967,"deciduous broadleaf tree","Betulaceae","Alnus","rubra","Alnus rubra",610.4,51.2,2.56,20,1,9.49,2222
"642","EPA",2001,6,20,63,"Western Cascades",44.6358,-122.4955,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",69.4,51.7,0.83,62.3,6,9.2,2358
"643","EPA",2001,6,20,63,"Western Cascades",44.6358,-122.4955,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",89.7,51.2,1.11,46.1,3,9.2,2358
"644","EPA",2001,6,20,63,"Western Cascades",44.6358,-122.4955,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",138.3,51.2,0.92,55.7,5,9.2,2358
"645","EPA",2001,6,20,63,"Western Cascades",44.6358,-122.4955,"evergreen needleleaf tree","Cupressaceae","Thuja","plicata","Thuja plicata",98.8,50.6,0.84,60.2,5,9.2,2358
"646","EPA",2001,6,20,63,"Western Cascades",44.6358,-122.4955,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",122.8,50.9,1.03,49.4,5,9.2,2358
"647","EPA",2001,6,20,63,"Western Cascades",44.6358,-122.4955,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",187.5,50.7,1.11,45.7,4,9.2,2358
"648","EPA",2001,6,20,64,"Western Cascades",44.7248,-122.4212,"deciduous broadleaf tree","Sapindaceae","Acer","macrophyllum","Acer macrophyllum",309.2,49,2.41,20.3,1,10.58,1683
"649","EPA",2001,6,19,65,"Western Cascades",44.7301,-122.3909,"deciduous broadleaf tree","Sapindaceae","Acer","circinatum","Acer circinatum",983.9,48.4,3.04,15.9,1,9.91,1938
"650","EPA",2001,6,19,65,"Western Cascades",44.7301,-122.3909,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",170.3,51,1.05,48.6,5,9.91,1938
"651","EPA",2001,6,19,65,"Western Cascades",44.7301,-122.3909,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",170.7,52.8,1.31,40.3,5,9.91,1938
"652","EPA",2001,6,19,65,"Western Cascades",44.7301,-122.3909,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",196.1,51.9,1.19,43.6,3,9.91,1938
"653","EPA",2001,6,19,65,"Western Cascades",44.7301,-122.3909,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",233.5,52.4,1.14,46,4,9.91,1938
"654","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"deciduous broadleaf tree","Sapindaceae","Acer","macrophyllum","Acer macrophyllum",346.6,48.9,2.82,17.3,1,9.54,2128
"655","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",119.5,50.8,1.07,47.5,6,9.54,2128
"656","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",159.5,51.1,0.74,69.1,7,9.54,2128
"657","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",174.8,50.8,0.9,56.4,6,9.54,2128
"658","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",121.9,52.7,1.08,48.8,6,9.54,2128
"659","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",148.1,53.2,1.31,40.6,5,9.54,2128
"660","EPA",2001,10,25,66,"Western Cascades",44.7019,-122.5,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",172.5,52.9,1.26,42,5,9.54,2128
"661","EPA",2001,8,8,67,"Coastal Range",44.399,-123.7799,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",91.2,53.5,1.4,38.2,3,10.95,2236
"662","EPA",2001,8,8,67,"Coastal Range",44.399,-123.7799,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",100.6,53.3,1.41,37.8,3,10.95,2236
"663","EPA",2001,8,8,67,"Coastal Range",44.399,-123.7799,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",151.3,52.8,1.35,39.1,3,10.95,2236
"664","EPA",2001,8,8,67,"Coastal Range",44.399,-123.7799,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",158.6,53.6,1.27,42.2,4,10.95,2236
"665","EPA",2001,8,8,67,"Coastal Range",44.399,-123.7799,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",170.8,53.2,1.12,47.5,4,10.95,2236
"666","EPA",2001,8,7,68,"Coastal Range",44.4465,-123.8595,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",118.4,51,1.2,42.5,4,10.42,2404
"667","EPA",2001,8,7,68,"Coastal Range",44.4465,-123.8595,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",139.4,50.5,1.25,40.4,5,10.42,2404
"668","EPA",2001,8,7,68,"Coastal Range",44.4465,-123.8595,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",145,51.3,1.14,45,4,10.42,2404
"669","EPA",2001,8,7,68,"Coastal Range",44.4465,-123.8595,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",160.8,50,1.17,42.7,5,10.42,2404
"670","EPA",2001,8,8,69,"Coastal Range",44.4213,-123.7759,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",85.1,51.4,1.42,36.2,3,11.04,2342
"671","EPA",2001,8,8,69,"Coastal Range",44.4213,-123.7759,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",102,52.3,1.17,44.7,4,11.04,2342
"672","EPA",2001,8,8,69,"Coastal Range",44.4213,-123.7759,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",138.4,50.3,1.02,49.3,4,11.04,2342
"673","EPA",2001,8,8,69,"Coastal Range",44.4213,-123.7759,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",139.2,50.6,1.3,38.9,4,11.04,2342
"674","EPA",2001,8,8,69,"Coastal Range",44.4213,-123.7759,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",150.5,50.7,0.86,59,4,11.04,2342
"675","EPA",2001,8,9,70,"Coastal Range",44.4758,-123.8605,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",124.4,50.1,0.78,64.2,3,10.59,2286
"676","EPA",2001,8,9,70,"Coastal Range",44.4758,-123.8605,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",137,51.1,1.1,46.5,5,10.59,2286
"677","EPA",2001,8,9,70,"Coastal Range",44.4758,-123.8605,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",141.1,49.9,1.11,45,3,10.59,2286
"678","EPA",2001,8,9,70,"Coastal Range",44.4758,-123.8605,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",143.7,50.8,1.14,44.6,3,10.59,2286
"679","EPA",2001,8,9,70,"Coastal Range",44.4758,-123.8605,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",155.6,50.3,1.08,46.6,3,10.59,2286
"680","EPA",2001,10,17,71,"Coastal Range",44.3983,-123.7938,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",97.2,51.9,1.06,49,4,10.67,2263
"681","EPA",2001,10,17,71,"Coastal Range",44.3983,-123.7938,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",115,52,1.42,36.6,4,10.67,2263
"682","EPA",2001,10,17,71,"Coastal Range",44.3983,-123.7938,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",118.1,50.9,1.4,36.4,4,10.67,2263
"683","EPA",2001,10,17,71,"Coastal Range",44.3983,-123.7938,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",123.7,51.7,1.05,49.2,4,10.67,2263
"684","EPA",2001,10,17,71,"Coastal Range",44.3983,-123.7938,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",146.2,51.5,1.24,41.5,5,10.67,2263
"685","EPA",2001,10,17,73,"Western Cascades",43.6776,-122.916,"deciduous broadleaf shrub","Rosaceae","Holodiscus","discolor","Holodiscus discolor",232.7,49.4,2.03,24.3,1,10.4,1416
"686","EPA",2001,10,17,73,"Western Cascades",43.6776,-122.916,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",136.6,52.8,0.97,54.4,3,10.4,1416
"687","EPA",2001,10,17,73,"Western Cascades",43.6776,-122.916,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",146.7,52,1.2,43.3,3,10.4,1416
"688","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"deciduous broadleaf shrub","Betulaceae","Corylus","cornuta","Corylus cornuta",1145.5,48.5,2.91,16.7,1,11.08,1231
"689","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"deciduous broadleaf shrub","Rhamnaceae","Frangula","purshiana","Frangula purshiana",487.5,47.7,2.9,16.4,1,11.08,1231
"690","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"deciduous broadleaf shrub","Rosaceae","Holodiscus","discolor","Holodiscus discolor",734.9,48.6,2.7,18,1,11.08,1231
"691","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",75.9,53,1.04,51,3,11.08,1231
"692","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",85.5,52.1,1.02,51.1,3,11.08,1231
"693","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",106.3,52.8,1.25,42.2,3,11.08,1231
"694","EPA",2001,10,18,74,"Western Cascades",43.7362,-122.9288,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",115.1,53,1.13,46.9,3,11.08,1231
"695","EPA",2001,10,16,75,"Western Cascades",43.6915,-122.9297,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",103,52.3,1.33,39.3,4,10.89,1355
"696","EPA",2001,10,16,75,"Western Cascades",43.6915,-122.9297,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",106.6,51.7,1.03,50.2,4,10.89,1355
"697","EPA",2001,10,16,75,"Western Cascades",43.6915,-122.9297,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",112.3,52.7,1,52.7,6,10.89,1355
"698","EPA",2001,10,16,75,"Western Cascades",43.6915,-122.9297,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",126.9,52.4,1.09,48.1,5,10.89,1355
"699","EPA",2001,10,16,75,"Western Cascades",43.6915,-122.9297,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",174.7,52.4,0.9,58.2,4,10.89,1355
"700","EPA",2001,6,14,76,"Western Cascades",43.6943,-122.8992,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",99.7,51,1.09,46.8,6,10.18,1460
"701","EPA",2001,6,14,76,"Western Cascades",43.6943,-122.8992,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116.3,50.9,0.98,51.9,5,10.18,1460
"702","EPA",2001,6,14,76,"Western Cascades",43.6943,-122.8992,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",120.3,51.8,1.02,50.8,5,10.18,1460
"703","EPA",2001,6,14,76,"Western Cascades",43.6943,-122.8992,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",125.2,51.1,1.36,37.6,5,10.18,1460
"704","EPA",2001,6,14,76,"Western Cascades",43.6943,-122.8992,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",236,52.4,0.98,53.5,5,10.18,1460
"705","EPA",2001,8,2,77,"Western Cascades",43.7037,-122.9292,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",148,50.9,0.95,53.6,5,10.86,1358
"706","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",86.4,52.8,1.16,45.5,5,10.93,1348
"707","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",104.4,51.6,1,51.6,4,10.93,1348
"708","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",106.8,51.1,1.24,41.2,5,10.93,1348
"709","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",115.7,52.2,0.88,59.3,6,10.93,1348
"710","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",119.6,49.5,1.07,46.3,6,10.93,1348
"711","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Cupressaceae","Thuja","plicata","Thuja plicata",74.4,49.3,1.03,47.9,NA,10.93,1348
"712","EPA",2001,8,1,78,"Western Cascades",43.7062,-122.9356,"evergreen needleleaf tree","Cupressaceae","Thuja","plicata","Thuja plicata",110.5,53.2,1.06,50.2,NA,10.93,1348
"713","EPA",2001,8,1,79,"Western Cascades",43.4364,-122.2439,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",46.8,52.7,0.89,59.2,2,6.6,1722
"714","EPA",2001,8,1,79,"Western Cascades",43.4364,-122.2439,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",48.7,52.1,0.8,65.1,2,6.6,1722
"715","EPA",2001,8,1,79,"Western Cascades",43.4364,-122.2439,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",54.8,52.1,0.77,67.7,2,6.6,1722
"716","EPA",2001,8,1,79,"Western Cascades",43.4364,-122.2439,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",64.8,52.7,0.88,59.9,2,6.6,1722
"717","EPA",2001,8,1,79,"Western Cascades",43.4364,-122.2439,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",79.3,52.3,1.06,49.3,2,6.6,1722
"718","EPA",2001,8,1,80,"Western Cascades",43.5015,-122.2083,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",45.3,52.5,0.86,61,2,7.18,1691
"719","EPA",2001,8,1,80,"Western Cascades",43.5015,-122.2083,"evergreen needleleaf tree","Pinaceae","Abies","procera","Abies procera",51.8,53.3,0.95,56.1,2,7.18,1691
"720","EPA",2001,8,1,80,"Western Cascades",43.5015,-122.2083,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",83.2,53,1.06,50,2,7.18,1691
"721","EPA",2001,8,1,80,"Western Cascades",43.5015,-122.2083,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",91.8,52.7,1.05,50.2,2,7.18,1691
"722","EPA",2001,8,1,80,"Western Cascades",43.5015,-122.2083,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",92.2,52.9,1.02,51.9,2,7.18,1691
"723","EPA",2001,8,2,81,"Western Cascades",43.4169,-122.1608,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",89,51.6,1.08,47.8,3,6.4,1705
"724","EPA",2001,8,2,81,"Western Cascades",43.4169,-122.1608,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",107.1,51.7,0.98,52.8,2,6.4,1705
"725","EPA",2001,8,2,81,"Western Cascades",43.4169,-122.1608,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116,51.3,0.89,57.6,3,6.4,1705
"726","EPA",2001,8,2,81,"Western Cascades",43.4169,-122.1608,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116.9,50.9,0.66,77.1,3,6.4,1705
"727","EPA",2001,7,31,82,"Western Cascades",43.4991,-122.1899,"evergreen needleleaf tree","Pinaceae","Abies","amabilis","Abies amabilis",108,52.3,0.97,53.9,6,4.19,1876
"728","EPA",2001,7,31,82,"Western Cascades",43.4991,-122.1899,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",68.6,52.1,0.94,55.4,4,4.19,1876
"729","EPA",2001,7,31,82,"Western Cascades",43.4991,-122.1899,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",71.7,51.9,0.7,74.1,8,4.19,1876
"730","EPA",2001,7,31,82,"Western Cascades",43.4991,-122.1899,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",95.5,50.3,0.88,57.2,6,4.19,1876
"731","EPA",2001,7,31,82,"Western Cascades",43.4991,-122.1899,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",122.6,52.4,0.75,69.9,7,4.19,1876
"732","EPA",2001,7,31,82,"Western Cascades",43.4991,-122.1899,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",130.6,52.1,0.63,82.7,7,4.19,1876
"733","EPA",2001,7,12,83,"Western Cascades",43.4263,-122.2342,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",92.4,51.3,0.9,57,7,7.87,1636
"734","EPA",2001,7,12,83,"Western Cascades",43.4263,-122.2342,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",104.2,51.2,0.94,54.5,6,7.87,1636
"735","EPA",2001,7,12,83,"Western Cascades",43.4263,-122.2342,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",124.1,52.1,0.94,55.4,6,7.87,1636
"736","EPA",2001,7,12,83,"Western Cascades",43.4263,-122.2342,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",136.7,51.2,0.81,63.2,9,7.87,1636
"737","EPA",2001,7,12,83,"Western Cascades",43.4263,-122.2342,"evergreen needleleaf tree","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla",211.5,52.8,0.87,60.7,5,7.87,1636
"738","EPA",2001,7,12,84,"Western Cascades",43.4949,-122.1896,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",69.8,50.2,1.03,48.7,5,4.19,1876
"739","EPA",2001,7,12,84,"Western Cascades",43.4949,-122.1896,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",73.9,50.5,0.94,53.7,6,4.19,1876
"740","EPA",2001,7,12,84,"Western Cascades",43.4949,-122.1896,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",106.5,50.1,0.96,52.2,6,4.19,1876
"741","EPA",2001,7,12,84,"Western Cascades",43.4949,-122.1896,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",124.6,50,1.13,44.2,7,4.19,1876
"742","EPA",2001,7,12,84,"Western Cascades",43.4949,-122.1896,"evergreen needleleaf tree","Pinaceae","Tsuga","mertensiana","Tsuga mertensiana",130.4,50.4,0.87,57.9,7,4.19,1876
"743","EPA",2001,7,12,84,"Western Cascades",43.4949,-122.1896,"evergreen needleleaf tree","Pinaceae","Tsuga","mertensiana","Tsuga mertensiana",195,50.4,1.1,45.8,4,4.19,1876
"744","EPA",2001,7,12,85,"Western Cascades",42.5853,-122.4062,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",82.6,53.4,1.09,49,3,9.23,1021
"745","EPA",2001,7,12,85,"Western Cascades",42.5853,-122.4062,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",89.4,50.2,0.73,68.8,6,9.23,1021
"746","EPA",2001,7,12,85,"Western Cascades",42.5853,-122.4062,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",68.5,54.1,1.44,37.6,3,9.23,1021
"747","EPA",2001,7,12,85,"Western Cascades",42.5853,-122.4062,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",79.4,52.8,0.86,61.4,5,9.23,1021
"748","EPA",2001,7,12,85,"Western Cascades",42.5853,-122.4062,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",97.3,52.7,1.08,48.8,4,9.23,1021
"749","EPA",2001,7,12,85,"Western Cascades",42.5853,-122.4062,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",103.7,53.9,1.17,46.1,4,9.23,1021
"750","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",56.3,52.3,1.14,45.9,4,9.46,984
"751","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",66,51.6,1.22,42.3,4,9.46,984
"752","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",67.2,52.5,1.33,39.5,3,9.46,984
"753","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Abies","grandis","Abies grandis",79.4,51.2,1.21,42.3,5,9.46,984
"754","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",80.1,51.6,1.16,44.5,4,9.46,984
"755","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",87.2,51.1,1.42,36,4,9.46,984
"756","EPA",2001,7,12,86,"Western Cascades",42.586,-122.4478,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",97.5,52.6,1.27,41.4,5,9.46,984
